halstead_volume,halstead_difficult,halstead_effort,class
380.7356171694285,9.631578947368421,3667.0851548423902,0.0
214.05271769459029,4.588235294117647,982.1242341281201,0.0
310.91078368816466,4.24,1318.2617228378183,1.0
280.9441919741497,5.764705882352941,1619.5606360862748,0.0
371.3819625584137,6.421052631578948,2384.6631280066567,1.0
320.426077094456,8.833333333333334,2830.4303476676946,0.0
329.7137894740054,5.6,1846.3972210544302,0.0
352.5329788605819,8.842105263157894,3117.1337078198817,0.0
357.62707505625025,6.2105263157894735,2221.0523608756594,0.0
224.0081885617168,4.9411764705882355,1106.8639905402476,0.0
215.22355371615927,4.705882352941177,1012.8167233701613,0.0
302.60752504759637,8.833333333333334,2673.033137920435,0.0
224.0081885617168,4.9411764705882355,1106.8639905402476,0.0
321.1728988800479,9.705882352941178,3117.266371482818,1.0
460.74025686597946,8.879999999999999,4091.373480969897,0.0
389.3957486866659,5.583333333333333,2174.1262635005514,0.0
284.98440323159184,5.444444444444445,1551.5817509275557,1.0
360.0,6.6923076923076925,2409.2307692307695,0.0
215.22355371615927,4.705882352941177,1012.8167233701613,1.0
375.6361126709141,8.850000000000001,3324.3795971375903,0.0
349.77463164918527,7.695652173913043,2691.7439044306866,1.0
325.53233755120215,5.684210526315789,1850.3943397647279,0.0
65.72920075410866,0.0,0.0,0.0
334.70226255264447,9.705882352941178,3248.580783599197,1.0
304.312800138462,4.818181818181818,1466.2344006671353,0.0
65.72920075410866,0.0,0.0,1.0
285.403623592787,5.882352941176471,1678.8448446634532,0.0
320.426077094456,8.833333333333334,2830.4303476676946,1.0
352.93307042287904,5.8,2047.0118084526985,0.0
306.49450852513183,5.4,1655.070346035712,1.0
309.0676876406255,4.909090909090909,1517.2413756903434,0.0
348.2892142331043,9.5,3308.747535214491,1.0
65.72920075410866,0.0,0.0,1.0
307.1924875483175,5.6,1720.2779302705778,1.0
343.6453580433296,5.9,2027.507612455645,0.0
197.65428402504423,4.625,914.1510636158296,1.0
257.84303149524976,7.9411764705882355,2047.5770148152187,0.0
312.1602133046108,6.352941176470588,1983.1354727587038,0.0
65.72920075410866,0.0,0.0,1.0
302.60752504759637,8.833333333333334,2673.033137920435,1.0
560.0,10.08,5644.8,0.0
338.43165970615865,8.68421052631579,2939.0117816587463,1.0
155.3235879675129,2.2,341.71189352852844,0.0
339.2872250533656,5.894736842105263,2000.008905577734,0.0
298.5550890997629,5.777777777777778,1724.9849592430744,1.0
65.72920075410866,0.0,0.0,0.0
350.93690931020507,5.0,1754.6845465510253,1.0
332.8421251514428,8.399999999999999,2795.8738512721193,1.0
155.3235879675129,2.2,341.71189352852844,1.0
301.8506523353571,5.2,1569.623392143857,0.0
197.65428402504423,4.625,914.1510636158296,1.0
311.7774500490387,9.0,2805.997050441348,1.0
271.0285876233177,4.454545454545454,1207.3091630493243,1.0
298.5550890997629,5.777777777777778,1724.9849592430744,1.0
65.72920075410866,0.0,0.0,1.0
334.35764566378015,8.68421052631579,2903.6321860275643,0.0
336.88534910630756,4.222222222222222,1422.404807337743,0.0
230.70165975890765,4.555555555555555,1050.9742277905793,0.0
65.72920075410866,0.0,0.0,0.0
338.43165970615865,8.100000000000001,2741.2964436198854,0.0
350.93690931020507,5.0,1754.6845465510253,1.0
425.0,4.962962962962963,2109.259259259259,1.0
289.86305521142435,6.0,1739.1783312685461,0.0
155.3235879675129,2.2,341.71189352852844,0.0
302.60752504759637,8.666666666666666,2622.5985504125015,1.0
293.43760004615405,5.368421052631579,1575.2965897214585,1.0
197.65428402504423,4.625,914.1510636158296,1.0
284.2676750447117,7.833333333333334,2226.7634545169085,1.0
574.1061996861966,10.75,6171.641646626614,0.0
339.267146704276,6.333333333333333,2148.691929127081,0.0
361.6563306582419,6.959999999999999,2517.1280613813633,1.0
276.7159976350619,6.25,1729.474985219137,0.0
294.28526732617695,6.625,1949.6398960359222,1.0
278.63137138648347,7.833333333333334,2182.6124091941206,0.0
298.5550890997629,5.777777777777778,1724.9849592430744,1.0
280.9441919741497,5.882352941176471,1652.6128939655866,1.0
408.59592366803474,4.551724137931035,1859.8159284200203,1.0
392.5512476486815,8.125,3189.478887145537,1.0
65.72920075410866,0.0,0.0,1.0
294.3224868300616,5.882352941176471,1731.3087460591862,1.0
191.15673810496133,4.933333333333334,943.0399079844759,1.0
342.3519001557698,5.181818181818182,1774.0053008071707,1.0
448.95107662290235,5.379310344827586,2415.047170799061,0.0
341.32219946608984,4.75,1621.2804474639267,1.0
337.5970126536063,5.043478260869565,1702.6631942529712,1.0
366.8646389922032,9.31578947368421,3417.6337421905246,0.0
297.20679614558236,8.210526315789474,2440.224220984782,0.0
347.83253914244085,8.399999999999999,2921.7933287965025,0.0
334.35764566378015,5.4,1805.531286584413,0.0
65.72920075410866,0.0,0.0,1.0
286.72682280660666,2.391304347826087,685.6510980157985,1.0
357.23341857872305,8.55,3054.345728848082,1.0
342.3519001557698,8.7,2978.4615313551967,0.0
182.66088307807416,4.533333333333333,828.0626699539362,1.0
65.72920075410866,0.0,0.0,0.0
471.89403755893693,10.814814814814815,5103.4466284151695,1.0
155.3235879675129,2.2,341.71189352852844,1.0
337.5970126536063,7.857142857142858,2652.54795656405,1.0
311.7774500490387,5.578947368421052,1739.3899844841105,0.0
352.5329788605819,8.842105263157894,3117.1337078198817,0.0
298.5550890997629,5.666666666666667,1691.812171565323,0.0
417.7863655809713,8.73913043478261,3651.0895426858797,1.0
197.65428402504423,4.625,914.1510636158296,1.0
177.19905189038187,4.375,775.2458520204207,1.0
65.72920075410866,0.0,0.0,1.0
340.0586696589301,7.565217391304348,2572.617761767558,0.0
379.7810388425507,8.428571428571427,3201.011613101498,1.0
257.84303149524976,7.9411764705882355,2047.5770148152187,1.0
203.13062045970605,4.875,990.261774741067,0.0
466.31342743958754,10.571428571428571,4929.59909007564,1.0
65.72920075410866,0.0,0.0,0.0
385.145887675241,9.149999999999999,3524.0848722284545,1.0
379.7810388425507,8.571428571428571,3255.266047221863,1.0
347.83253914244085,8.55,2973.9682096678694,0.0
320.426077094456,8.833333333333334,2830.4303476676946,1.0
298.0225625468752,5.4,1609.3218377531261,1.0
269.343659006934,4.6,1238.9808314318961,0.0
315.78222090468125,8.842105263157894,2792.1796374729706,1.0
348.2892142331043,5.6,1950.419599705384,0.0
312.1257749679339,5.888888888888889,1838.0740081444999,1.0
209.59328607595296,4.470588235294118,937.0052789277897,1.0
356.70213434785506,6.959999999999999,2482.6468550610707,1.0
65.72920075410866,0.0,0.0,1.0
362.2207828024285,9.833333333333332,3561.8376975572132,1.0
490.6890595608519,9.652173913043478,4736.2161401090925,0.0
490.4654347283007,9.120000000000001,4473.044764722103,0.0
302.60752504759637,5.473684210526316,1656.378031839475,1.0
549.6818307616738,5.371428571428571,2952.576690948419,1.0
412.1788100311156,8.5,3503.5198852644826,1.0
257.84303149524976,7.9411764705882355,2047.5770148152187,0.0
376.1523513717527,9.789473684210526,3682.333545007684,0.0
276.7159976350619,6.25,1729.474985219137,0.0
283.2752275762582,7.421052631578948,2102.200373065916,0.0
320.426077094456,8.526315789473685,2732.053920489572,1.0
65.72920075410866,0.0,0.0,1.0
380.7962075615274,10.333333333333334,3934.8941448024502,1.0
280.9441919741497,5.882352941176471,1652.6128939655866,1.0
418.23987821901153,9.681818181818182,4049.322457302248,1.0
385.4360568875696,9.149999999999999,3526.739920521261,0.0
292.5629399558076,8.666666666666666,2535.5454796169993,1.0
236.34987578777677,2.25,531.7872205224977,1.0
346.7937417270813,4.538461538461538,1573.9100586075226,1.0
366.8646389922032,9.31578947368421,3417.6337421905246,1.0
320.947375050481,9.0,2888.5263754543294,1.0
355.0,4.37037037037037,1551.4814814814815,0.0
65.72920075410866,0.0,0.0,0.0
275.0977500432694,7.833333333333334,2154.932375338944,0.0
102.7985828955553,0.0,0.0,1.0
324.3303405517354,5.181818181818182,1680.6208555862652,0.0
65.72920075410866,0.0,0.0,1.0
334.70226255264447,5.894736842105263,1972.981758205062,0.0
65.72920075410866,0.0,0.0,1.0
65.72920075410866,0.0,0.0,1.0
65.72920075410866,0.0,0.0,1.0
257.84303149524976,7.9411764705882355,2047.5770148152187,0.0
317.06856386476005,4.0,1268.2742554590402,1.0
329.7137894740054,5.7,1879.3686000018308,1.0
318.57746264495245,8.100000000000001,2580.4774474241153,0.0
272.0253287368751,5.764705882352941,1568.1460127184564,1.0
384.5883937646083,8.714285714285714,3351.4131456630153,0.0
320.426077094456,8.833333333333334,2830.4303476676946,0.0
343.6453580433296,5.6,1924.4140050426458,1.0
280.4608412755348,5.666666666666667,1589.278100561364,0.0
267.92506393404227,4.571428571428571,1224.8002922699075,1.0
328.08723764927936,8.25,2706.7197106065546,1.0
427.2347694592746,10.894736842105264,4654.610383056308,0.0
191.15673810496133,4.933333333333334,943.0399079844759,1.0
357.23341857872305,5.809523809523809,2075.356050790677,0.0
365.3589740763779,8.142857142857142,2975.065931764791,1.0
320.426077094456,8.833333333333334,2830.4303476676946,0.0
197.65428402504423,4.625,914.1510636158296,0.0
197.65428402504423,4.625,914.1510636158296,0.0
431.0150790036582,5.615384615384615,2420.3154436359264,0.0
65.72920075410866,0.0,0.0,0.0
65.72920075410866,0.0,0.0,1.0
362.2207828024285,9.666666666666668,3501.467567090143,0.0
65.72920075410866,0.0,0.0,1.0
343.790708660333,6.444444444444445,2215.5401224777015,1.0
466.15460658280927,9.521739130434781,4438.602558331966,0.0
343.8721875540868,6.0,2063.2331253245206,0.0
339.0015018535549,5.5,1864.508260194552,0.0
366.63429801500524,9.157894736842106,3357.5983081374166,0.0
361.37145016442366,8.142857142857142,2942.596094196021,0.0
480.73549220576035,9.954545454545455,4785.503308775524,1.0
355.74426423226265,5.0,1778.7213211613132,1.0
65.72920075410866,0.0,0.0,1.0
366.63429801500524,9.31578947368421,3415.487934139786,0.0
65.72920075410866,0.0,0.0,1.0
423.03957463269836,6.476190476190476,2739.6848642879513,0.0
65.72920075410866,0.0,0.0,1.0
272.0253287368751,5.764705882352941,1568.1460127184564,1.0
303.0786510558199,5.473684210526316,1658.9568268318562,1.0
292.5629399558076,8.666666666666666,2535.5454796169993,1.0
326.90013469991703,7.636363636363637,2496.3283013448213,1.0
65.72920075410866,0.0,0.0,1.0
302.60752504759637,5.368421052631579,1624.5246081502542,0.0
65.72920075410866,0.0,0.0,1.0
743.2710922545186,9.833333333333334,7308.832407169433,0.0
284.2676750447117,8.0,2274.141400357694,0.0
